Sending,Receiving,Type,Number,IndexSending,IndexReceiving
I1L,I2L,S,10,1,3
I1L,I3,S,3,1,5
I1L,I5,S,2,1,15
I1L,I6,S,1,1,16
I1L,M2L,S,3,1,18
I1L,M3L,S,8,1,6
I1L,M3R,S,2,1,7
I1L,MCL,S,2,1,9
I1L,MCR,S,2,1,10
I1L,MI,S,2,1,11
I1L,NSML,S,3,1,12
I1R,I2R,S,6,2,4
I1R,I3,S,1,2,5
I1R,I5,S,2,2,15
I1R,M1,S,1,2,17
I1R,M2L,S,1,2,18
I1R,M2R,S,3,2,19
I1R,M3L,S,1,2,6
I1R,M3R,S,6,2,7
I1R,MCL,S,3,2,9
I1R,MCR,S,4,2,10
I1R,MI,S,1,2,11
I2L,I1L,S,2,3,1
I3,I1L,S,1,5,1
I5,I1L,S,2,15,1
I1R,NSML,S,1,2,12
I2L,I2R,S,3,3,4
I2L,I4,S,13,3,14
I2L,I5,S,2,3,15
I2L,I6,S,2,3,16
I2L,M1,S,1,3,17
I2L,M3R,S,3,3,7
I2L,M4,S,4,3,8
I2R,I1R,S,1,4,2
I2L,NSML,S,14,3,12
I2R,I2L,S,3,4,3
I2R,I4,S,20,4,14
I2R,I5,S,2,4,15
I2R,I6,S,3,4,16
I2R,M1,S,3,4,17
I2R,M2R,S,2,4,19
I2R,M3R,S,2,4,7
I2R,M4,S,3,4,8
I2R,MCL,S,1,4,9
I2R,NSML,S,34,4,12
I3,I1R,S,1,5,2
I3,I5,S,2,5,15
I3,I6,S,1,5,16
I3,M1,S,2,5,17
I3,M2L,S,2,5,18
I3,M3L,S,2,5,6
I3,M3R,S,2,5,7
I3,M4,S,2,5,8
I3,MCL,S,1,5,9
I3,MCR,S,2,5,10
I3,MI,S,1,5,11
I4,I2R,S,7,14,4
I4,I5,S,2,14,15
I4,M2L,S,5,14,18
I4,M3L,S,6,14,6
I4,M3R,S,22,14,7
I4,MI,S,1,14,11
I4,NSML,S,8,14,12
I5,I2L,S,3,15,3
I5,I2R,S,1,15,4
I5,I3,S,1,15,5
I5,I4,S,7,15,14
I5,M1,S,3,15,17
I5,M2L,S,4,15,18
I5,M3L,S,4,15,6
I5,M3R,S,2,15,7
I5,M4,S,19,15,8
I5,M5,S,2,15,20
I5,MI,S,4,15,11
I5,NSML,S,1,15,12
I6,I1R,S,1,16,2
I6,I2L,S,1,16,3
I6,I2R,S,4,16,4
I6,I3,S,12,16,5
I6,M3L,S,10,16,6
I6,M4,S,15,16,8
I6,NSML,S,24,16,12
M1,I1R,S,1,17,2
M1,I2L,S,3,17,3
M1,I2R,S,2,17,4
M1,I3,S,8,17,5
M1,I4,S,1,17,14
M1,I5,S,2,17,15
M1,M4,S,1,17,8
M1,M5,S,1,17,20
M1,MI,S,6,17,11
M1,NSML,S,2,17,12
M2L,I3,S,2,18,5
M2L,I4,S,8,18,14
M2L,I5,S,2,18,15
M2L,M3L,S,3,18,6
M2L,M3R,S,1,18,7
M2R,I4,S,1,19,14
M2R,I5,S,3,19,15
M2R,M3L,S,2,19,6
M2R,M3R,S,1,19,7
M3L,NSML,S,1,6,12
M3R,M4,S,2,7,8
M4,I4,S,5,8,14
M4,I5,S,1,8,15
M4,M2L,S,1,8,18
M4,M3L,S,1,8,6
M4,M4,S,15,8,8
M4,MCL,S,1,8,9
M5,I5,S,1,20,15
M5,M1,S,1,20,17
MI,I1L,S,1,11,1
MI,I3,S,2,11,5
MI,I4,S,1,11,14
MI,M1,S,7,11,17
MI,M2L,S,3,11,18
MI,M2R,S,2,11,19
MI,M3R,S,2,11,7
MI,MCL,S,3,11,9
MI,NSML,S,1,11,12
NSML,I2L,S,1,12,3
NSML,I2R,S,1,12,4
NSML,I4,S,3,12,14
NSML,I6,S,4,12,16
NSML,M3R,S,24,12,7
NSML,NSMR,S,7,12,13
MI,NSMR,S,2,11,13
M2R,NSMR,S,1,19,13
I6,NSMR,S,23,16,13
I5,NSMR,S,5,15,13
I4,NSMR,S,15,14,13
I3,NSMR,S,2,5,13
I2R,NSMR,S,7,4,13
I2L,NSMR,S,24,3,13
I1R,NSMR,S,2,2,13
AWAL,ADAL,S,1,93,168
BDUL,ADEL,S,3,195,170
ALNR,ADER,S,1,282,171
AVM,ADER,S,1,213,171
BDUR,ADER,S,1,196,171
FLPR,ADER,S,1,165,171
IL2R,ADER,S,1,33,171
AWBL,ADFL,S,1,95,67
ASEL,ADFR,S,1,111,83
AWBR,ADFR,S,1,96,83
AINR,AFDL,S,3,136,69
ASER,AFDL,S,1,112,69
AWAL,AFDL,S,1,93,69
AINL,AFDR,S,2,135,85
AWAR,AFDR,S,1,94,85
ADLL,AIAL,S,2,68,109
AIML,AIAL,S,1,155,109
ASER,AIAL,S,1,112,109
ASGL,AIAL,S,6,87,109
ASHL,AIAL,S,5,89,109
ASKL,AIAL,S,7,70,109
AWCL,AIAL,S,2,97,109
PVQL,AIAL,S,3,292,109
ADLR,AIAR,S,2,84,134
ASER,AIAR,S,1,112,134
ASGR,AIAR,S,8,88,134
ASHR,AIAR,S,6,90,134
ASIR,AIAR,S,1,113,134
ASKR,AIAR,S,8,71,134
AWCL,AIAR,S,3,97,134
AWCR,AIAR,S,1,98,134
PVQR,AIAR,S,3,280,134
ADAL,AIBL,S,1,168,86
ADLL,AIBL,S,2,68,86
AIAL,AIBL,S,3,109,86
AIZL,AIBL,S,2,148,86
AIZR,AIBL,S,1,149,86
ASEL,AIBL,S,1,111,86
ASHL,AIBL,S,2,89,86
ASIL,AIBL,S,1,91,86
AWCL,AIBL,S,1,97,86
FLPL,AIBL,S,1,164,86
RIBR,AIBL,S,1,122,86
AIAR,AIBR,S,6,134,110
AIZL,AIBR,S,2,148,110
ASEL,AIBR,S,2,111,110
ASER,AIBR,S,1,112,110
ASHR,AIBR,S,1,90,110
RMGL,AIBR,S,1,179,110
SAADR,AIBR,S,1,104,110
AFDL,AINR,S,1,69,136
AFDL,AIYL,S,7,69,157
ASEL,AIYL,S,8,111,157
ASER,AIYL,S,2,112,157
AWCL,AIYL,S,7,97,157
AWCR,AIYL,S,1,98,157
AFDR,AIYR,S,12,85,154
ASEL,AIYR,S,5,111,154
ASER,AIYR,S,4,112,154
ASGR,AIYR,S,1,88,154
AWCR,AIYR,S,3,98,154
ADFL,AIZL,S,5,67,148
AIYL,AIZL,S,3,157,148
AWAL,AIZL,S,3,93,148
AWBL,AIZL,S,3,95,148
RIR,AIZL,S,3,124,148
ADFR,AIZR,S,3,83,149
AWAR,AIZR,S,2,94,149
AWBR,AIZR,S,1,96,149
RIBR,AIZR,S,1,122,149
RIR,AIZR,S,4,124,149
ADLL,ALA,S,2,68,58
DVA,AQR,S,1,275,172
AVAR,AS01,S,1,73,186
AVBR,AS01,S,1,116,186
AVDL,AS01,S,1,140,186
AVER,AS01,S,1,92,186
DB01,AS01,S,1,184,186
PVCL,AS01,S,1,290,186
AVAL,AS02,S,1,72,192
AVAR,AS02,S,2,73,192
DB01,AS02,S,1,184,192
PVCR,AS02,S,1,291,192
AVAL,AS03,S,1,72,203
AVAR,AS03,S,1,73,203
AVBL,AS03,S,1,115,203
AVBR,AS03,S,1,116,203
AVER,AS03,S,1,92,203
DB01,AS03,S,1,184,203
AVAL,AS04,S,1,72,210
AVAR,AS04,S,1,73,210
AVBL,AS04,S,1,115,210
AVBR,AS04,S,1,116,210
DA03,AS04,S,1,205,210
DB03,AS04,S,1,194,210
AS04,AS05,S,1,210,220
AVAL,AS05,S,3,72,220
AVAR,AS05,S,1,73,220
AVBL,AS05,S,1,115,220
AVBR,AS05,S,1,116,220
AVDL,AS05,S,1,140,220
AVDR,AS05,S,1,141,220
DB03,AS05,S,1,194,220
HSNR,AS05,S,1,230,220
AVAR,AS06,S,2,73,224
AVBL,AS06,S,1,115,224
AVBR,AS06,S,1,116,224
PVR,AS06,S,1,293,224
AVAL,AS07,S,8,72,233
AVAR,AS07,S,3,73,233
AVBR,AS07,S,1,116,233
AVAL,AS08,S,5,72,242
AVAR,AS08,S,6,73,242
AVAL,AS09,S,8,72,254
AVAR,AS09,S,5,73,254
AVBL,AS09,S,1,115,254
AVBL,AS10,S,1,115,260
AVBR,AS10,S,1,116,260
AVDR,AS10,S,1,141,260
VA12,AS11,S,2,273,264
AINL,ASEL,S,1,135,111
ASIR,ASEL,S,2,113,111
ADLL,ASER,S,1,68,112
ADLR,ASER,S,1,84,112
AIAL,ASER,S,1,109,112
AINR,ASER,S,1,136,112
ASIL,ASER,S,1,91,112
AIAR,ASGR,S,1,134,88
AINL,ASGR,S,1,135,88
AWBR,ASGR,S,1,96,88
ADLR,ASHR,S,1,84,90
ASIR,ASHR,S,1,113,90
HSNL,ASJR,S,1,229,138
AIAL,ASKL,S,2,109,70
ASIL,ASKL,S,2,91,70
ASJR,ASKR,S,1,138,71
ADFL,AUAL,S,1,67,114
IL2DL,AUAL,S,1,21,114
URXL,AUAL,S,1,66,114
AWAR,AUAR,S,1,94,139
URXR,AUAR,S,1,82,139
ADER,AVAL,S,1,171,72
AQR,AVAL,S,1,172,72
AUAL,AVAL,S,1,114,72
AVBL,AVAL,S,6,115,72
AVBR,AVAL,S,5,116,72
AVDL,AVAL,S,1,140,72
AVDR,AVAL,S,3,141,72
AVEL,AVAL,S,2,74,72
AVER,AVAL,S,2,92,72
BAGR,AVAL,S,1,51,72
FLPL,AVAL,S,4,164,72
FLPR,AVAL,S,2,165,72
PLMR,AVAL,S,1,297,72
PQR,AVAL,S,3,289,72
PVCL,AVAL,S,1,290,72
PVCR,AVAL,S,2,291,72
PVNR,AVAL,S,2,300,72
PVPL,AVAL,S,1,272,72
RIBL,AVAL,S,1,121,72
SAAVL,AVAL,S,1,64,72
SDQL,AVAL,S,1,246,72
VA02,AVAL,S,1,190,72
VD06,AVAL,S,1,221,72
AQR,AVAR,S,1,172,73
AS09,AVAR,S,1,254,73
ASHR,AVAR,S,1,90,73
AUAR,AVAR,S,1,139,73
AVBL,AVAR,S,5,115,73
AVBR,AVAR,S,5,116,73
AVDL,AVAR,S,2,140,73
AVDR,AVAR,S,1,141,73
AVEL,AVAR,S,4,74,73
AVG,AVAR,S,1,176,73
BAGL,AVAR,S,1,42,73
LUAL,AVAR,S,1,283,73
PQR,AVAR,S,2,289,73
PVPL,AVAR,S,1,272,73
RIBR,AVAR,S,2,122,73
SAAVR,AVAR,S,4,80,73
VD05,AVAR,S,1,211,73
VD11,AVAR,S,2,262,73
VD13,AVAR,S,2,274,73
ADAR,AVBL,S,1,169,115
ADLL,AVBL,S,2,68,115
ADLR,AVBL,S,1,84,115
AIBL,AVBL,S,1,86,115
AQR,AVBL,S,1,172,115
AVAR,AVBL,S,1,73,115
AVDR,AVBL,S,1,141,115
AVG,AVBL,S,1,176,115
AVHL,AVBL,S,1,117,115
AVJR,AVBL,S,1,120,115
AWBL,AVBL,S,1,95,115
FLPL,AVBL,S,1,164,115
PVCR,AVBL,S,2,291,115
PVPL,AVBL,S,2,272,115
SDQR,AVBL,S,2,199,115
URBL,AVBL,S,1,39,115
VC04,AVBL,S,1,227,115
ADAL,AVBR,S,2,168,116
ADLR,AVBR,S,2,84,116
AVFR,AVBR,S,3,162,116
AVG,AVBR,S,2,176,116
AVM,AVBR,S,2,213,116
FLPL,AVBR,S,1,164,116
PVCL,AVBR,S,1,290,116
PVNL,AVBR,S,1,299,116
RIFR,AVBR,S,3,174,116
RIMR,AVBR,S,1,144,116
ADLR,AVDL,S,1,84,140
ASHR,AVDL,S,1,90,140
AVAL,AVDL,S,1,72,140
AVAR,AVDL,S,1,73,140
FLPR,AVDL,S,2,165,140
PLMR,AVDL,S,1,297,140
VA04,AVDL,S,1,206,140
ASHL,AVDR,S,2,89,141
AVG,AVDR,S,1,176,141
AVJR,AVDR,S,1,120,141
AVBL,AVEL,S,1,115,74
AVJL,AVEL,S,1,119,74
BAGR,AVEL,S,2,51,74
CEPVR,AVEL,S,1,60,74
DVA,AVEL,S,3,275,74
OLLR,AVEL,S,1,35,74
PVNL,AVEL,S,1,299,74
PVNR,AVEL,S,2,300,74
RIBL,AVEL,S,1,121,74
RIBR,AVEL,S,2,122,74
RIGL,AVEL,S,1,181,74
URXL,AVEL,S,3,66,74
ADER,AVER,S,1,171,92
AIZR,AVER,S,1,149,92
ALA,AVER,S,1,58,92
AUAR,AVER,S,1,139,92
AVJR,AVER,S,1,120,92
BAGL,AVER,S,1,42,92
CEPDL,AVER,S,1,59,92
CEPVL,AVER,S,1,52,92
DVA,AVER,S,2,275,92
OLLL,AVER,S,3,28,92
RIBL,AVER,S,3,121,92
RIBR,AVER,S,1,122,92
RIGR,AVER,S,2,178,92
URXR,AVER,S,2,82,92
AIML,AVFL,S,1,155,161
AIMR,AVFL,S,1,156,161
AVG,AVFL,S,1,176,161
HSNL,AVFL,S,1,229,161
HSNR,AVFL,S,1,230,161
VC05,AVFL,S,1,232,161
AIMR,AVFR,S,1,156,162
AVFL,AVFR,S,1,161,162
VC05,AVFR,S,1,232,162
AVFL,AVG,S,1,161,176
PHAL,AVG,S,1,279,176
PHAR,AVG,S,1,285,176
PQR,AVG,S,1,289,176
AVFL,AVHR,S,3,161,118
AVFR,AVHR,S,1,162,118
VC04,AVHR,S,1,227,118
ADAR,AVJL,S,1,169,119
AVFR,AVJL,S,1,162,119
AVHL,AVJL,S,2,117,119
HSNL,AVJL,S,1,229,119
PVCL,AVJL,S,1,290,119
PVR,AVJL,S,1,293,119
ADLR,AVJR,S,1,84,120
AVFL,AVJR,S,1,161,120
FLPR,AVJR,S,1,165,120
PVCL,AVJR,S,1,290,120
PVNL,AVJR,S,2,299,120
ADER,AVKL,S,1,171,163
PDEL,AVKL,S,1,244,163
PVM,AVKL,S,7,251,163
PVR,AVKL,S,1,293,163
PVT,AVKL,S,2,266,163
RIS,AVKL,S,1,159,163
ADEL,AVL,S,1,170,142
AVBL,AVL,S,1,115,142
DVB,AVL,S,2,276,142
HSNR,AVL,S,1,230,142
PVCR,AVL,S,1,291,142
PVPR,AVL,S,1,265,142
AVKL,AVM,S,1,163,213
ADLL,AWBL,S,2,68,95
HSNL,AWBL,S,1,229,95
ADFR,AWBR,S,1,83,96
ASIL,AWCL,S,1,91,97
AWCR,AWCL,S,1,98,97
AIAR,AWCR,S,1,134,98
ASIL,AWCR,S,1,91,98
ASIR,AWCR,S,1,113,98
RIBR,BAGL,S,1,122,42
ALML,BDUL,S,5,217,195
AVKR,BDUL,S,1,158,195
AVM,BDUL,S,2,213,195
PVNL,BDUL,S,1,299,195
ALMR,BDUR,S,5,218,196
AVM,BDUR,S,2,213,196
CEPDR,BDUR,S,1,75,196
PVNR,BDUR,S,2,300,196
ADEL,CEPDL,S,1,170,59
ALML,CEPDL,S,3,217,59
RIH,CEPDL,S,1,99,59
URBL,CEPDL,S,1,39,59
ADER,CEPDR,S,1,171,75
ALMR,CEPDR,S,1,218,75
OLLR,CEPDR,S,1,35,75
RIH,CEPDR,S,1,99,75
URBR,CEPDR,S,1,49,75
RIH,CEPVL,S,1,99,52
ALMR,CEPVR,S,1,218,60
RIH,CEPVR,S,1,99,60
AS01,DA01,S,2,186,187
AVAL,DA01,S,2,72,187
AVAR,DA01,S,2,73,187
AVAL,DA02,S,2,72,193
AVAR,DA02,S,2,73,193
AVDL,DA02,S,1,140,193
AVDR,DA02,S,1,141,193
AVER,DA02,S,1,92,193
AVL,DA02,S,1,142,193
DD01,DA02,S,2,185,193
PVCL,DA02,S,1,290,193
AS03,DA03,S,1,203,205
AVAL,DA03,S,6,72,205
AVAR,DA03,S,3,73,205
AVDL,DA03,S,4,140,205
AVDR,DA03,S,1,141,205
AVEL,DA03,S,1,74,205
AVER,DA03,S,1,92,205
DA04,DA03,S,1,214,205
DB02,DA03,S,5,173,205
DD02,DA03,S,1,202,205
AVAL,DA04,S,7,72,214
AVAR,DA04,S,6,73,214
AVDL,DA04,S,1,140,214
AVDR,DA04,S,1,141,214
DA03,DA04,S,2,205,214
AVAL,DA05,S,7,72,228
AVAR,DA05,S,2,73,228
AVBR,DA05,S,1,116,228
AVDR,DA05,S,2,141,228
PVCL,DA05,S,1,290,228
AVAL,DA06,S,11,72,248
AVAR,DA06,S,11,73,248
RID,DA06,S,1,55,248
AVAR,DA08,S,1,73,268
AVDL,DA08,S,1,140,268
DVB,DA08,S,2,276,268
VA12,DA08,S,3,273,268
AVAL,DA09,S,2,72,269
AVDR,DA09,S,1,141,269
PVR,DA09,S,1,293,269
VA12,DA09,S,5,273,269
AS02,DB01,S,1,192,184
PVCL,DB02,S,3,290,173
PVCR,DB02,S,1,291,173
PVR,DB02,S,1,293,173
AVAR,DB03,S,1,73,194
DA03,DB03,S,1,205,194
DA04,DB03,S,1,214,194
DVA,DB03,S,2,275,194
PVCL,DB03,S,4,290,194
PVCR,DB03,S,3,291,194
PVR,DB03,S,1,293,194
AVDR,DB04,S,1,141,209
DA05,DB04,S,1,228,209
DVA,DB04,S,1,275,209
PVCL,DB04,S,3,290,209
PVCR,DB04,S,4,291,209
VC02,DB04,S,1,208,209
AVAL,DB05,S,2,72,225
AVAR,DB05,S,1,73,225
PVCL,DB05,S,2,290,225
PVCR,DB05,S,1,291,225
AVAR,DB06,S,5,73,243
DVA,DB06,S,2,275,243
PVCL,DB06,S,2,290,243
PVCR,DB06,S,2,291,243
DVA,DB07,S,1,275,258
PVCL,DB07,S,1,290,258
VA12,DB07,S,4,273,258
AS02,DD01,S,1,192,185
AS03,DD01,S,1,203,185
AVL,DD01,S,1,142,185
DA01,DD01,S,4,187,185
DA02,DD01,S,1,193,185
DB01,DD01,S,10,184,185
RID,DD01,S,3,55,185
VA01,DD01,S,9,183,185
VA02,DD01,S,13,190,185
VA03,DD01,S,18,197,185
VB02,DD01,S,20,160,185
VC01,DD01,S,7,201,185
VC02,DD01,S,6,208,185
VC03,DD01,S,2,219,185
VD01,DD01,S,1,188,185
VD02,DD01,S,1,189,185
AS05,DD02,S,1,220,202
DA03,DD02,S,1,205,202
DA04,DD02,S,1,214,202
DB02,DD02,S,2,173,202
DB03,DD02,S,4,194,202
RID,DD02,S,3,55,202
VA03,DD02,S,11,197,202
VA04,DD02,S,21,206,202
VA05,DD02,S,5,212,202
VB02,DD02,S,1,160,202
VB03,DD02,S,37,191,202
VB04,DD02,S,6,200,202
VC01,DD02,S,6,201,202
VC02,DD02,S,4,208,202
VC03,DD02,S,4,219,202
DB03,DD03,S,10,194,215
DB04,DD03,S,3,209,215
PVNR,DD03,S,1,300,215
RID,DD03,S,1,55,215
VA05,DD03,S,13,212,215
VA06,DD03,S,24,222,215
VA07,DD03,S,3,231,215
VB04,DD03,S,16,200,215
VB05,DD03,S,27,207,215
VC01,DD03,S,6,201,215
VC02,DD03,S,9,208,215
VC03,DD03,S,5,219,215
VA07,DD04,S,12,231,236
VA08,DD04,S,21,238,236
VA09,DD04,S,3,252,236
VB06,DD04,S,30,216,236
VB07,DD04,S,2,223,236
VC03,DD04,S,12,219,236
VD08,DD04,S,1,237,236
PVDL,DD05,S,1,249,255
VA09,DD05,S,15,252,255
VB08,DD05,S,30,234,255
VB09,DD05,S,8,239,255
VD10,DD05,S,1,256,255
DA09,DD06,S,1,269,270
VA11,DD06,S,10,263,270
VA12,DD06,S,2,273,270
VB10,DD06,S,9,253,270
VB11,DD06,S,7,259,270
AIZL,DVA,S,1,148,275
AIZR,DVA,S,1,149,275
AVKL,DVA,S,1,163,275
PDEL,DVA,S,16,244,275
PDER,DVA,S,19,245,275
PHAR,DVA,S,1,285,275
PHCL,DVA,S,4,294,275
PHCR,DVA,S,3,295,275
PVDR,DVA,S,2,250,275
PVM,DVA,S,2,251,275
AVDR,DVC,S,1,141,277
PVPR,DVC,S,1,265,277
PVT,DVC,S,2,266,277
VC01,DVC,S,1,201,277
VC02,DVC,S,1,208,277
VC03,DVC,S,1,219,277
VC05,DVC,S,2,232,277
ADEL,FLPL,S,1,170,164
AIAL,HSNL,S,1,109,229
HSNR,HSNL,S,1,230,229
PLML,HSNL,S,1,296,229
VC05,HSNL,S,1,232,229
AVBR,HSNR,S,1,116,230
AVFR,HSNR,S,1,162,230
AVJL,HSNR,S,1,119,230
AVL,HSNR,S,1,142,230
BDUR,HSNR,S,1,196,230
PLMR,HSNR,S,1,297,230
PVQR,HSNR,S,1,280,230
VC03,HSNR,S,1,219,230
IL1L,IL1DL,S,1,23,22
IL1R,IL1DR,S,1,32,31
OLQVL,IL1VL,S,1,44,24
CEPVR,IL1VR,S,1,60,53
ADEL,IL2L,S,1,170,26
OLLR,IL2R,S,1,35,33
URBR,IL2R,S,1,49,33
VA12,LUAL,S,2,273,283
ADEL,OLLL,S,1,170,28
SAADR,OLLL,S,1,104,28
CEPDR,OLLR,S,1,75,35
CEPVR,OLLR,S,1,60,35
IL2R,OLLR,S,1,33,35
VC05,OLLR,S,1,232,35
IL2L,OLQDL,S,2,26,36
RIH,OLQDL,S,2,99,36
RIPL,OLQDL,S,1,37,36
RIPR,OLQDL,S,1,45,36
RIPL,OLQDR,S,1,37,43
RIPR,OLQDR,S,1,45,43
IL2L,OLQVL,S,2,26,44
IL2R,OLQVR,S,2,33,54
IL2VR,OLQVR,S,1,34,54
AS11,PDA,S,1,264,278
AS11,PDB,S,1,264,271
AVKL,PDEL,S,2,163,244
DVA,PDEL,S,1,275,244
PVM,PDEL,S,1,251,244
PVM,PDER,S,2,251,245
PHAR,PHAL,S,1,285,279
AVDR,PQR,S,1,141,289
ADLR,PVCL,S,1,84,290
ALML,PVCL,S,2,217,290
AVAL,PVCL,S,3,72,290
AVAR,PVCL,S,2,73,290
BDUR,PVCL,S,1,196,290
PDER,PVCL,S,1,245,290
PVCR,PVCL,S,1,291,290
PVDR,PVCL,S,2,250,290
PVM,PVCL,S,2,251,290
PVNR,PVCL,S,1,300,290
VA12,PVCL,S,2,273,290
ALML,PVCR,S,1,217,291
ALMR,PVCR,S,3,218,291
AVAL,PVCR,S,2,72,291
AVJR,PVCR,S,1,120,291
AVM,PVCR,S,1,213,291
PDER,PVCR,S,1,245,291
PVPL,PVCR,S,1,272,291
PVPR,PVCR,S,1,265,291
PVR,PVCR,S,1,293,291
VA12,PVCR,S,3,273,291
VB11,PVCR,S,1,259,291
VC02,PVCR,S,1,208,291
VD13,PVCR,S,1,274,291
AVKL,PVM,S,1,163,251
BDUL,PVNL,S,2,195,299
BDUR,PVNL,S,2,196,299
AVG,PVNR,S,1,176,300
HSNR,PVNR,S,1,230,300
VA11,PVNR,S,2,263,300
VC03,PVNR,S,1,219,300
DVB,PVPL,S,1,276,272
AVL,PVPR,S,1,142,265
VC03,PVPR,S,1,219,265
AIML,PVQL,S,1,155,292
ASJL,PVQL,S,8,137,292
AVHL,PVQL,S,1,117,292
AVKR,PVQL,S,1,158,292
ASJR,PVQR,S,9,138,280
AVJR,PVQR,S,1,120,280
VC02,PVQR,S,1,208,280
VC03,PVQR,S,4,219,280
DVA,PVR,S,1,275,293
IL1DL,PVR,S,1,22,293
LUAR,PVR,S,1,284,293
SMDVL,PVR,S,1,65,293
AVG,PVT,S,1,176,266
PVNL,PVT,S,1,299,266
PVWR,PVT,S,1,302,266
VA09,PVT,S,1,252,266
VB10,PVT,S,1,253,266
VC01,PVT,S,2,201,266
VC02,PVT,S,2,208,266
VC05,PVT,S,1,232,266
ADFL,RIAL,S,3,67,76
AIYL,RIAL,S,1,157,76
AIZL,RIAL,S,3,148,76
AQR,RIAL,S,1,172,76
AWBL,RIAL,S,1,95,76
AWCL,RIAL,S,2,97,76
BAGR,RIAL,S,2,51,76
DVA,RIAL,S,1,275,76
RIBL,RIAL,S,1,121,76
RIH,RIAL,S,1,99,76
RIR,RIAL,S,1,124,76
URXL,RIAL,S,1,66,76
ADFR,RIAR,S,1,83,77
AIZR,RIAR,S,4,149,77
AQR,RIAR,S,1,172,77
ASEL,RIAR,S,1,111,77
AUAR,RIAR,S,1,139,77
BAGL,RIAR,S,2,42,77
DVA,RIAR,S,1,275,77
PVPR,RIAR,S,2,265,77
RIVL,RIAR,S,1,100,77
RIVR,RIAR,S,1,125,77
RMDR,RIAR,S,3,79,77
SMDDL,RIAR,S,1,108,77
SMDDR,RIAR,S,1,133,77
AINL,RIBL,S,1,135,121
AUAL,RIBL,S,2,114,121
BAGL,RIBL,S,1,42,121
BAGR,RIBL,S,1,51,121
RIGL,RIBL,S,1,181,121
RIML,RIBL,S,1,123,121
AIBL,RIBR,S,1,86,122
AUAR,RIBR,S,4,139,122
BAGL,RIBR,S,1,42,122
OLLR,RIBR,S,2,35,122
RIGR,RIBR,S,1,178,122
ADAL,RICL,S,1,168,143
CEPDL,RICL,S,1,59,143
CEPVL,RICL,S,1,52,143
OLQDR,RICL,S,1,43,143
OLQVL,RICL,S,1,44,143
URXL,RICL,S,1,66,143
CEPDL,RICR,S,2,59,150
CEPVR,RICR,S,2,60,150
OLQDL,RICR,S,1,36,150
OLQVR,RICR,S,1,54,150
URBL,RICR,S,1,39,150
URBR,RICR,S,1,49,150
PVCL,RID,S,1,290,55
PVCR,RID,S,2,291,55
HSNR,RIFR,S,1,230,174
ADEL,RIGL,S,2,170,181
ADER,RIGL,S,4,171,181
AIZL,RIGL,S,1,148,181
BAGL,RIGL,S,1,42,181
BAGR,RIGL,S,2,51,181
DVC,RIGL,S,1,277,181
PVPL,RIGL,S,2,272,181
URXL,RIGL,S,2,66,181
ADEL,RIGR,S,3,170,178
ADFR,RIGR,S,1,83,178
AWAR,RIGR,S,1,94,178
BAGL,RIGR,S,3,42,178
RIBR,RIGR,S,1,122,178
RMFL,RIGR,S,1,127,178
URXR,RIGR,S,2,82,178
IL2VR,RIH,S,1,34,99
PVT,RIH,S,1,266,99
AIBR,RIML,S,4,110,123
SAADL,RIML,S,1,103,123
SAADR,RIML,S,1,104,123
AIBL,RIMR,S,1,86,144
AIZR,RIMR,S,1,149,144
RICL,RIMR,S,1,143,144
RIS,RIMR,S,1,159,144
RMDR,RIMR,S,2,79,144
SAADL,RIMR,S,1,103,144
SAADR,RIMR,S,2,104,144
RIH,RIPL,S,4,99,37
IL1VR,RIPR,S,1,53,45
IL2VR,RIPR,S,1,34,45
RIH,RIPR,S,3,99,45
AVHR,RIR,S,1,118,124
RIGL,RIR,S,2,181,124
RIGR,RIR,S,1,178,124
PVCL,RIS,S,2,290,159
SDQL,RIS,S,2,246,159
RIAL,RIVR,S,1,76,125
RICL,RIVR,S,1,143,125
OLQDR,RMDDL,S,1,43,101
RIAL,RMDDL,S,2,76,101
RIAR,RMDDL,S,1,77,101
RMDR,RMDDL,S,1,79,101
RMDVR,RMDDL,S,1,62,101
SMDVR,RMDDL,S,1,81,101
ALML,RMDDR,S,1,217,126
OLQDL,RMDDR,S,1,36,126
RIAR,RMDDR,S,1,77,126
RMDL,RMDDR,S,1,78,126
URYDL,RMDDR,S,1,30,126
ADEL,RMDL,S,2,170,78
IL1R,RMDL,S,1,32,78
IL2L,RMDL,S,1,26,78
IL2R,RMDL,S,1,33,78
OLLL,RMDL,S,2,28,78
OLLR,RMDL,S,3,35,78
RIAL,RMDL,S,4,76,78
RIAR,RMDL,S,2,77,78
RIMR,RMDL,S,2,144,78
AVKR,RMDR,S,1,158,79
RIAL,RMDR,S,4,76,79
RIAR,RMDR,S,1,77,79
RIS,RMDR,S,1,159,79
RMGL,RMDR,S,1,179,79
CEPDL,RMDVL,S,1,59,61
RIAL,RMDVL,S,1,76,61
RMDDR,RMDVL,S,1,126,61
URYDL,RMDVL,S,2,30,61
URYVR,RMDVL,S,1,50,61
OLQVL,RMDVR,S,1,44,62
RIAL,RMDVR,S,2,76,62
RIAR,RMDVR,S,1,77,62
URYDR,RMDVR,S,1,40,62
IL2VL,RMEL,S,1,27,47
RIVR,RMEV,S,1,125,63
SMBVL,RMEV,S,1,146,63
