Neuron1,Neuron2,Type1,Type2,IndexSending,IndexReceiving
ASER,ASHR,flp-21,npr-1,112,90
ASEL,AUAL,flp-21,npr-1,111,114
ASEL,AUAR,flp-21,npr-1,111,139
ASER,AUAL,flp-21,npr-1,112,114
ASER,AUAR,flp-21,npr-1,112,139
ASEL,DD01,flp-21,npr-1,111,185
ASEL,DD02,flp-21,npr-1,111,202
ASEL,DD03,flp-21,npr-1,111,215
ASEL,DD04,flp-21,npr-1,111,236
ASEL,DD05,flp-21,npr-1,111,255
ASEL,DD06,flp-21,npr-1,111,270
ASER,DD01,flp-21,npr-1,112,185
ASER,DD02,flp-21,npr-1,112,202
ASER,DD03,flp-21,npr-1,112,215
ASER,DD04,flp-21,npr-1,112,236
ASER,DD05,flp-21,npr-1,112,255
ASER,DD06,flp-21,npr-1,112,270
ASEL,IL2L,flp-21,npr-1,111,26
ASER,IL2L,flp-21,npr-1,112,26
ASEL,IL2R,flp-21,npr-1,111,33
ASER,IL2R,flp-21,npr-1,112,33
ASEL,M3L,flp-21,npr-1,111,6
ASEL,M3R,flp-21,npr-1,111,7
ASER,M3L,flp-21,npr-1,112,6
ASER,M3R,flp-21,npr-1,112,7
ASEL,OLQDL,flp-21,npr-1,111,36
ASEL,OLQDR,flp-21,npr-1,111,43
ASEL,OLQVL,flp-21,npr-1,111,44
ASEL,OLQVR,flp-21,npr-1,111,54
ASER,OLQDL,flp-21,npr-1,112,36
ASER,OLQDR,flp-21,npr-1,112,43
ASER,OLQVL,flp-21,npr-1,112,44
ASER,OLQVR,flp-21,npr-1,112,54
ASEL,PHAL,flp-21,npr-1,111,279
ASEL,PHAR,flp-21,npr-1,111,285
ASER,PHAL,flp-21,npr-1,112,279
ASER,PHAR,flp-21,npr-1,112,285
ASEL,PHBL,flp-21,npr-1,111,286
ASEL,PHBR,flp-21,npr-1,111,287
ASER,PHBL,flp-21,npr-1,112,286
ASER,PHBR,flp-21,npr-1,112,287
ASEL,PQR,flp-21,npr-1,111,289
ASER,PQR,flp-21,npr-1,112,289
ASEL,RIGL,flp-21,npr-1,111,181
ASEL,RIGR,flp-21,npr-1,111,178
ASER,RIGL,flp-21,npr-1,112,181
ASER,RIGR,flp-21,npr-1,112,178
ASEL,RIVL,flp-21,npr-1,111,100
ASEL,RIVR,flp-21,npr-1,111,125
ASER,RIVL,flp-21,npr-1,112,100
ASER,RIVR,flp-21,npr-1,112,125
ASEL,RMGL,flp-21,npr-1,111,179
ASEL,RMGR,flp-21,npr-1,111,180
ASER,RMGL,flp-21,npr-1,112,179
ASER,RMGR,flp-21,npr-1,112,180
ASEL,SAADL,flp-21,npr-1,111,103
ASER,SAADL,flp-21,npr-1,112,103
ASEL,SAADR,flp-21,npr-1,111,104
ASER,SAADR,flp-21,npr-1,112,104
ASEL,SDQL,flp-21,npr-1,111,246
ASEL,SDQR,flp-21,npr-1,111,199
ASER,SDQL,flp-21,npr-1,112,246
ASER,SDQR,flp-21,npr-1,112,199
ASEL,SMBDL,flp-21,npr-1,111,132
ASER,SMBDL,flp-21,npr-1,112,132
ASEL,SMBDR,flp-21,npr-1,111,153
ASER,SMBDR,flp-21,npr-1,112,153
ASEL,URXL,flp-21,npr-1,111,66
ASEL,URXR,flp-21,npr-1,111,82
ASER,URXL,flp-21,npr-1,112,66
ASER,URXR,flp-21,npr-1,112,82
ASEL,VD01,flp-21,npr-1,111,188
ASEL,VD10,flp-21,npr-1,111,256
ASEL,VD11,flp-21,npr-1,111,262
ASEL,VD12,flp-21,npr-1,111,267
ASEL,VD13,flp-21,npr-1,111,274
ASEL,VD02,flp-21,npr-1,111,189
ASEL,VD03,flp-21,npr-1,111,198
ASEL,VD04,flp-21,npr-1,111,204
ASEL,VD05,flp-21,npr-1,111,211
ASEL,VD06,flp-21,npr-1,111,221
ASEL,VD07,flp-21,npr-1,111,226
ASEL,VD08,flp-21,npr-1,111,237
ASEL,VD09,flp-21,npr-1,111,247
ASER,VD01,flp-21,npr-1,112,188
ASER,VD10,flp-21,npr-1,112,256
ASER,VD11,flp-21,npr-1,112,262
ASER,VD12,flp-21,npr-1,112,267
ASER,VD13,flp-21,npr-1,112,274
ASER,VD02,flp-21,npr-1,112,189
ASER,VD03,flp-21,npr-1,112,198
ASER,VD04,flp-21,npr-1,112,204
ASER,VD05,flp-21,npr-1,112,211
ASER,VD06,flp-21,npr-1,112,221
ASER,VD07,flp-21,npr-1,112,226
ASER,VD08,flp-21,npr-1,112,237
ASER,VD09,flp-21,npr-1,112,247
ASEL,AIAL,flp-21,npr-11,111,109
ASEL,AIAR,flp-21,npr-11,111,134
ASER,AIAL,flp-21,npr-11,112,109
ASER,AIAR,flp-21,npr-11,112,134
ASEL,AIYL,flp-21,npr-11,111,157
ASEL,AIYR,flp-21,npr-11,111,154
ASER,AIYL,flp-21,npr-11,112,157
ASER,AIYR,flp-21,npr-11,112,154
ASEL,ADFL,flp-21,npr-2,111,67
ASEL,ADFR,flp-21,npr-2,111,83
ASER,ADFL,flp-21,npr-2,112,67
ASER,ADFR,flp-21,npr-2,112,83
ASEL,AIZL,flp-21,npr-2,111,148
ASEL,AIZR,flp-21,npr-2,111,149
ASER,AIZL,flp-21,npr-2,112,148
ASER,AIZR,flp-21,npr-2,112,149
ASEL,ASHL,flp-21,npr-2,111,89
ASEL,ASHR,flp-21,npr-2,111,90
ASER,ASHL,flp-21,npr-2,112,89
ASER,ASHR,flp-21,npr-2,112,90
ASEL,FLPL,flp-21,npr-2,111,164
ASEL,FLPR,flp-21,npr-2,111,165
ASER,FLPL,flp-21,npr-2,112,164
ASER,FLPR,flp-21,npr-2,112,165
ASEL,OLQDL,flp-21,npr-2,111,36
ASEL,OLQDR,flp-21,npr-2,111,43
ASEL,OLQVL,flp-21,npr-2,111,44
ASEL,OLQVR,flp-21,npr-2,111,54
ASER,OLQDL,flp-21,npr-2,112,36
ASER,OLQDR,flp-21,npr-2,112,43
ASER,OLQVL,flp-21,npr-2,112,44
ASER,OLQVR,flp-21,npr-2,112,54
ASEL,PVDL,flp-21,npr-2,111,249
ASEL,PVDR,flp-21,npr-2,111,250
ASER,PVDL,flp-21,npr-2,112,249
ASER,PVDR,flp-21,npr-2,112,250
ASEL,PVQL,flp-21,npr-2,111,292
ASEL,PVQR,flp-21,npr-2,111,280
ASER,PVQL,flp-21,npr-2,112,292
ASER,PVQR,flp-21,npr-2,112,280
ASEL,SABD,flp-21,npr-2,111,182
ASEL,SABVL,flp-21,npr-2,111,166
ASEL,SABVR,flp-21,npr-2,111,167
ASER,SABD,flp-21,npr-2,112,182
ASER,SABVL,flp-21,npr-2,112,166
ASER,SABVR,flp-21,npr-2,112,167
ASEL,ADFL,flp-21,npr-5,111,67
ASEL,ADFR,flp-21,npr-5,111,83
ASER,ADFL,flp-21,npr-5,112,67
ASER,ADFR,flp-21,npr-5,112,83
ASEL,AIAL,flp-21,npr-5,111,109
ASEL,AIAR,flp-21,npr-5,111,134
ASER,AIAL,flp-21,npr-5,112,109
ASER,AIAR,flp-21,npr-5,112,134
ASEL,ASEL,flp-21,npr-5,111,111
ASEL,ASER,flp-21,npr-5,111,112
ASER,ASEL,flp-21,npr-5,112,111
ASER,ASER,flp-21,npr-5,112,112
ASEL,ASGL,flp-21,npr-5,111,87
ASEL,ASGR,flp-21,npr-5,111,88
ASER,ASGL,flp-21,npr-5,112,87
ASER,ASGR,flp-21,npr-5,112,88
ASEL,ASIL,flp-21,npr-5,111,91
ASEL,ASIR,flp-21,npr-5,111,113
ASER,ASIL,flp-21,npr-5,112,91
ASER,ASIR,flp-21,npr-5,112,113
ASEL,ASJL,flp-21,npr-5,111,137
ASEL,ASJR,flp-21,npr-5,111,138
ASER,ASJL,flp-21,npr-5,112,137
ASER,ASJR,flp-21,npr-5,112,138
ASEL,ASKL,flp-21,npr-5,111,70
ASEL,ASKR,flp-21,npr-5,111,71
ASER,ASKL,flp-21,npr-5,112,70
ASER,ASKR,flp-21,npr-5,112,71
ASEL,AUAL,flp-21,npr-5,111,114
ASEL,AUAR,flp-21,npr-5,111,139
ASER,AUAL,flp-21,npr-5,112,114
ASER,AUAR,flp-21,npr-5,112,139
ASEL,AWAL,flp-21,npr-5,111,93
ASEL,AWAR,flp-21,npr-5,111,94
ASER,AWAL,flp-21,npr-5,112,93
ASER,AWAR,flp-21,npr-5,112,94
ASEL,AWBL,flp-21,npr-5,111,95
ASEL,AWBR,flp-21,npr-5,111,96
ASER,AWBL,flp-21,npr-5,112,95
ASER,AWBR,flp-21,npr-5,112,96
ASEL,IL2DL,flp-21,npr-5,111,21
ASEL,IL2DR,flp-21,npr-5,111,25
ASEL,IL2L,flp-21,npr-5,111,26
ASEL,IL2R,flp-21,npr-5,111,33
ASEL,IL2VL,flp-21,npr-5,111,27
ASEL,IL2VR,flp-21,npr-5,111,34
ASER,IL2DL,flp-21,npr-5,112,21
ASER,IL2DR,flp-21,npr-5,112,25
ASER,IL2L,flp-21,npr-5,112,26
ASER,IL2R,flp-21,npr-5,112,33
ASER,IL2VL,flp-21,npr-5,112,27
ASER,IL2VR,flp-21,npr-5,112,34
ASEL,PHAL,flp-21,npr-5,111,279
ASEL,PHAR,flp-21,npr-5,111,285
ASER,PHAL,flp-21,npr-5,112,279
ASER,PHAR,flp-21,npr-5,112,285
ASEL,PHBL,flp-21,npr-5,111,286
ASEL,PHBR,flp-21,npr-5,111,287
ASER,PHBL,flp-21,npr-5,112,286
ASER,PHBR,flp-21,npr-5,112,287
ASGL,AQR,flp-21,npr-1,87,172
ASGR,AQR,flp-21,npr-1,88,172
ASGL,ASEL,flp-21,npr-1,87,111
ASGL,ASER,flp-21,npr-1,87,112
ASGR,ASEL,flp-21,npr-1,88,111
ASGR,ASER,flp-21,npr-1,88,112
ASGL,ASGL,flp-21,npr-1,87,87
ASGL,ASGR,flp-21,npr-1,87,88
ASGR,ASGL,flp-21,npr-1,88,87
ASGR,ASGR,flp-21,npr-1,88,88
ASGL,ASHL,flp-21,npr-1,87,89
ASGL,ASHR,flp-21,npr-1,87,90
ASGR,ASHL,flp-21,npr-1,88,89
ASGR,ASHR,flp-21,npr-1,88,90
ASGL,AUAL,flp-21,npr-1,87,114
ASGL,AUAR,flp-21,npr-1,87,139
ASGR,AUAL,flp-21,npr-1,88,114
ASGR,AUAR,flp-21,npr-1,88,139
ASGL,DD01,flp-21,npr-1,87,185
ASGL,DD02,flp-21,npr-1,87,202
ASGL,DD03,flp-21,npr-1,87,215
ASGL,DD04,flp-21,npr-1,87,236
ASGL,DD05,flp-21,npr-1,87,255
ASGL,DD06,flp-21,npr-1,87,270
ASGR,DD01,flp-21,npr-1,88,185
ASGR,DD02,flp-21,npr-1,88,202
ASGR,DD03,flp-21,npr-1,88,215
ASGR,DD04,flp-21,npr-1,88,236
ASGR,DD05,flp-21,npr-1,88,255
ASGR,DD06,flp-21,npr-1,88,270
ASGL,IL2L,flp-21,npr-1,87,26
ASGR,IL2L,flp-21,npr-1,88,26
ASGL,IL2R,flp-21,npr-1,87,33
ASGR,IL2R,flp-21,npr-1,88,33
ASGL,M3L,flp-21,npr-1,87,6
ASGL,M3R,flp-21,npr-1,87,7
ASGR,M3L,flp-21,npr-1,88,6
ASGR,M3R,flp-21,npr-1,88,7
ASGL,OLQDL,flp-21,npr-1,87,36
ASGL,OLQDR,flp-21,npr-1,87,43
ASGL,OLQVL,flp-21,npr-1,87,44
ASGL,OLQVR,flp-21,npr-1,87,54
ASGR,OLQDL,flp-21,npr-1,88,36
ASGR,OLQDR,flp-21,npr-1,88,43
ASGR,OLQVL,flp-21,npr-1,88,44
ASGR,OLQVR,flp-21,npr-1,88,54
ASGL,PHAL,flp-21,npr-1,87,279
ASGL,PHAR,flp-21,npr-1,87,285
ASGR,PHAL,flp-21,npr-1,88,279
ASGR,PHAR,flp-21,npr-1,88,285
ASGL,PHBL,flp-21,npr-1,87,286
ASGL,PHBR,flp-21,npr-1,87,287
ASGR,PHBL,flp-21,npr-1,88,286
ASGR,PHBR,flp-21,npr-1,88,287
ASGL,PQR,flp-21,npr-1,87,289
ASGR,PQR,flp-21,npr-1,88,289
ASGL,RIGL,flp-21,npr-1,87,181
ASGL,RIGR,flp-21,npr-1,87,178
ASGR,RIGL,flp-21,npr-1,88,181
ASGR,RIGR,flp-21,npr-1,88,178
ASGL,RIVL,flp-21,npr-1,87,100
ASGL,RIVR,flp-21,npr-1,87,125
ASGR,RIVL,flp-21,npr-1,88,100
ASGR,RIVR,flp-21,npr-1,88,125
ASGL,RMGL,flp-21,npr-1,87,179
ASGL,RMGR,flp-21,npr-1,87,180
ASGR,RMGL,flp-21,npr-1,88,179
ASGR,RMGR,flp-21,npr-1,88,180
ASGL,SAADL,flp-21,npr-1,87,103
ASGR,SAADL,flp-21,npr-1,88,103
ASGL,SAADR,flp-21,npr-1,87,104
ASGR,SAADR,flp-21,npr-1,88,104
ASGL,SDQL,flp-21,npr-1,87,246
ASGL,SDQR,flp-21,npr-1,87,199
ASGR,SDQL,flp-21,npr-1,88,246
ASGR,SDQR,flp-21,npr-1,88,199
ASGL,SMBDL,flp-21,npr-1,87,132
ASGR,SMBDL,flp-21,npr-1,88,132
ASGL,SMBDR,flp-21,npr-1,87,153
ASGR,SMBDR,flp-21,npr-1,88,153
ASGL,URXL,flp-21,npr-1,87,66
ASGL,URXR,flp-21,npr-1,87,82
ASGR,URXL,flp-21,npr-1,88,66
ASGR,URXR,flp-21,npr-1,88,82
ASGL,VD01,flp-21,npr-1,87,188
ASGL,VD10,flp-21,npr-1,87,256
ASGL,VD11,flp-21,npr-1,87,262
ASGL,VD12,flp-21,npr-1,87,267
ASGL,VD13,flp-21,npr-1,87,274
ASGL,VD02,flp-21,npr-1,87,189
ASGL,VD03,flp-21,npr-1,87,198
ASGL,VD04,flp-21,npr-1,87,204
ASGL,VD05,flp-21,npr-1,87,211
ASGL,VD06,flp-21,npr-1,87,221
ASGL,VD07,flp-21,npr-1,87,226
ASGL,VD08,flp-21,npr-1,87,237
ASGL,VD09,flp-21,npr-1,87,247
ASGR,VD01,flp-21,npr-1,88,188
ASGR,VD10,flp-21,npr-1,88,256
ASGR,VD11,flp-21,npr-1,88,262
ASGR,VD12,flp-21,npr-1,88,267
ASGR,VD13,flp-21,npr-1,88,274
ASGR,VD02,flp-21,npr-1,88,189
ASGR,VD03,flp-21,npr-1,88,198
ASGR,VD04,flp-21,npr-1,88,204
ASGR,VD05,flp-21,npr-1,88,211
ASGR,VD06,flp-21,npr-1,88,221
ASGR,VD07,flp-21,npr-1,88,226
ASGR,VD08,flp-21,npr-1,88,237
ASGR,VD09,flp-21,npr-1,88,247
ASGL,AIAL,flp-21,npr-11,87,109
ASGL,AIAR,flp-21,npr-11,87,134
ASGR,AIAL,flp-21,npr-11,88,109
ASGR,AIAR,flp-21,npr-11,88,134
ASGL,AIYL,flp-21,npr-11,87,157
ASGL,AIYR,flp-21,npr-11,87,154
ASGR,AIYL,flp-21,npr-11,88,157
ASGR,AIYR,flp-21,npr-11,88,154
ASGL,ADFL,flp-21,npr-2,87,67
ASGL,ADFR,flp-21,npr-2,87,83
ASGR,ADFL,flp-21,npr-2,88,67
ASGR,ADFR,flp-21,npr-2,88,83
ASGL,AIZL,flp-21,npr-2,87,148
ASGL,AIZR,flp-21,npr-2,87,149
ASGR,AIZL,flp-21,npr-2,88,148
ASGR,AIZR,flp-21,npr-2,88,149
ASGL,ASHL,flp-21,npr-2,87,89
ASGL,ASHR,flp-21,npr-2,87,90
ASGR,ASHL,flp-21,npr-2,88,89
ASGR,ASHR,flp-21,npr-2,88,90
ASGL,FLPL,flp-21,npr-2,87,164
ASGL,FLPR,flp-21,npr-2,87,165
ASGR,FLPL,flp-21,npr-2,88,164
ASGR,FLPR,flp-21,npr-2,88,165
ASGL,OLQDL,flp-21,npr-2,87,36
ASGL,OLQDR,flp-21,npr-2,87,43
ASGL,OLQVL,flp-21,npr-2,87,44
ASGL,OLQVR,flp-21,npr-2,87,54
ASGR,OLQDL,flp-21,npr-2,88,36
ASGR,OLQDR,flp-21,npr-2,88,43
ASGR,OLQVL,flp-21,npr-2,88,44
ASGR,OLQVR,flp-21,npr-2,88,54
ASGL,PVDL,flp-21,npr-2,87,249
ASGL,PVDR,flp-21,npr-2,87,250
ASGR,PVDL,flp-21,npr-2,88,249
ASGR,PVDR,flp-21,npr-2,88,250
ASGL,PVQL,flp-21,npr-2,87,292
ASGL,PVQR,flp-21,npr-2,87,280
ASGR,PVQL,flp-21,npr-2,88,292
ASGR,PVQR,flp-21,npr-2,88,280
ASGL,SABD,flp-21,npr-2,87,182
ASGL,SABVL,flp-21,npr-2,87,166
ASGL,SABVR,flp-21,npr-2,87,167
ASGR,SABD,flp-21,npr-2,88,182
ASGR,SABVL,flp-21,npr-2,88,166
ASGR,SABVR,flp-21,npr-2,88,167
ASGL,ADFL,flp-21,npr-5,87,67
ASGL,ADFR,flp-21,npr-5,87,83
ASGR,ADFL,flp-21,npr-5,88,67
ASGR,ADFR,flp-21,npr-5,88,83
ASGL,AIAL,flp-21,npr-5,87,109
ASGL,AIAR,flp-21,npr-5,87,134
ASGR,AIAL,flp-21,npr-5,88,109
ASGR,AIAR,flp-21,npr-5,88,134
ASGL,ASEL,flp-21,npr-5,87,111
ASGL,ASER,flp-21,npr-5,87,112
ASGR,ASEL,flp-21,npr-5,88,111
ASGR,ASER,flp-21,npr-5,88,112
ASGL,ASGL,flp-21,npr-5,87,87
ASGL,ASGR,flp-21,npr-5,87,88
ASGR,ASGL,flp-21,npr-5,88,87
ASGR,ASGR,flp-21,npr-5,88,88
ASGL,ASIL,flp-21,npr-5,87,91
ASGL,ASIR,flp-21,npr-5,87,113
ASGR,ASIL,flp-21,npr-5,88,91
ASGR,ASIR,flp-21,npr-5,88,113
ASGL,ASJL,flp-21,npr-5,87,137
ASGL,ASJR,flp-21,npr-5,87,138
ASGR,ASJL,flp-21,npr-5,88,137
ASGR,ASJR,flp-21,npr-5,88,138
ASGL,ASKL,flp-21,npr-5,87,70
ASGL,ASKR,flp-21,npr-5,87,71
ASGR,ASKL,flp-21,npr-5,88,70
ASGR,ASKR,flp-21,npr-5,88,71
ASGL,AUAL,flp-21,npr-5,87,114
ASGL,AUAR,flp-21,npr-5,87,139
ASGR,AUAL,flp-21,npr-5,88,114
ASGR,AUAR,flp-21,npr-5,88,139
ASGL,AWAL,flp-21,npr-5,87,93
ASGL,AWAR,flp-21,npr-5,87,94
ASGR,AWAL,flp-21,npr-5,88,93
ASGR,AWAR,flp-21,npr-5,88,94
ASGL,AWBL,flp-21,npr-5,87,95
ASGL,AWBR,flp-21,npr-5,87,96
ASGR,AWBL,flp-21,npr-5,88,95
ASGR,AWBR,flp-21,npr-5,88,96
ASGL,IL2DL,flp-21,npr-5,87,21
ASGL,IL2DR,flp-21,npr-5,87,25
ASGL,IL2L,flp-21,npr-5,87,26
ASGL,IL2R,flp-21,npr-5,87,33
ASGL,IL2VL,flp-21,npr-5,87,27
ASGL,IL2VR,flp-21,npr-5,87,34
ASGR,IL2DL,flp-21,npr-5,88,21
ASGR,IL2DR,flp-21,npr-5,88,25
ASGR,IL2L,flp-21,npr-5,88,26
ASGR,IL2R,flp-21,npr-5,88,33
ASGR,IL2VL,flp-21,npr-5,88,27
ASGR,IL2VR,flp-21,npr-5,88,34
ASGL,PHAL,flp-21,npr-5,87,279
ASGL,PHAR,flp-21,npr-5,87,285
ASGR,PHAL,flp-21,npr-5,88,279
ASGR,PHAR,flp-21,npr-5,88,285
ASGL,PHBL,flp-21,npr-5,87,286
ASGL,PHBR,flp-21,npr-5,87,287
ASGR,PHBL,flp-21,npr-5,88,286
ASGR,PHBR,flp-21,npr-5,88,287
ASHL,AQR,flp-21,npr-1,89,172
ASHR,AQR,flp-21,npr-1,90,172
ASHL,ASEL,flp-21,npr-1,89,111
ASHL,ASER,flp-21,npr-1,89,112
ASHR,ASEL,flp-21,npr-1,90,111
ASHR,ASER,flp-21,npr-1,90,112
ASHL,ASGL,flp-21,npr-1,89,87
ASHL,ASGR,flp-21,npr-1,89,88
ASHR,ASGL,flp-21,npr-1,90,87
ASHR,ASGR,flp-21,npr-1,90,88
ASHL,ASHL,flp-21,npr-1,89,89
ASHL,ASHR,flp-21,npr-1,89,90
ASHR,ASHL,flp-21,npr-1,90,89
ASHR,ASHR,flp-21,npr-1,90,90
ASHL,AUAL,flp-21,npr-1,89,114
ASHL,AUAR,flp-21,npr-1,89,139
ASHR,AUAL,flp-21,npr-1,90,114
ASHR,AUAR,flp-21,npr-1,90,139
ASHL,DD01,flp-21,npr-1,89,185
ASHL,DD02,flp-21,npr-1,89,202
ASHL,DD03,flp-21,npr-1,89,215
ASHL,DD04,flp-21,npr-1,89,236
ASHL,DD05,flp-21,npr-1,89,255
ASHL,DD06,flp-21,npr-1,89,270
ASHR,DD01,flp-21,npr-1,90,185
ASHR,DD02,flp-21,npr-1,90,202
ASHR,DD03,flp-21,npr-1,90,215
ASHR,DD04,flp-21,npr-1,90,236
ASHR,DD05,flp-21,npr-1,90,255
ASHR,DD06,flp-21,npr-1,90,270
ASHL,IL2L,flp-21,npr-1,89,26
ASHR,IL2L,flp-21,npr-1,90,26
ASHL,IL2R,flp-21,npr-1,89,33
ASHR,IL2R,flp-21,npr-1,90,33
ASHL,M3L,flp-21,npr-1,89,6
ASHL,M3R,flp-21,npr-1,89,7
ASHR,M3L,flp-21,npr-1,90,6
ASHR,M3R,flp-21,npr-1,90,7
ASHL,OLQDL,flp-21,npr-1,89,36
ASHL,OLQDR,flp-21,npr-1,89,43
ASHL,OLQVL,flp-21,npr-1,89,44
ASHL,OLQVR,flp-21,npr-1,89,54
ASHR,OLQDL,flp-21,npr-1,90,36
ASHR,OLQDR,flp-21,npr-1,90,43
ASHR,OLQVL,flp-21,npr-1,90,44
ASHR,OLQVR,flp-21,npr-1,90,54
ASHL,PHAL,flp-21,npr-1,89,279
ASHL,PHAR,flp-21,npr-1,89,285
ASHR,PHAL,flp-21,npr-1,90,279
ASHR,PHAR,flp-21,npr-1,90,285
ASHL,PHBL,flp-21,npr-1,89,286
ASHL,PHBR,flp-21,npr-1,89,287
ASHR,PHBL,flp-21,npr-1,90,286
ASHR,PHBR,flp-21,npr-1,90,287
ASHL,PQR,flp-21,npr-1,89,289
ASHR,PQR,flp-21,npr-1,90,289
ASHL,RIGL,flp-21,npr-1,89,181
ASHL,RIGR,flp-21,npr-1,89,178
ASHR,RIGL,flp-21,npr-1,90,181
ASHR,RIGR,flp-21,npr-1,90,178
ASHL,RIVL,flp-21,npr-1,89,100
ASHL,RIVR,flp-21,npr-1,89,125
ASHR,RIVL,flp-21,npr-1,90,100
ASHR,RIVR,flp-21,npr-1,90,125
ASHL,RMGL,flp-21,npr-1,89,179
ASHL,RMGR,flp-21,npr-1,89,180
ASHR,RMGL,flp-21,npr-1,90,179
ASHR,RMGR,flp-21,npr-1,90,180
ASHL,SAADL,flp-21,npr-1,89,103
ASHR,SAADL,flp-21,npr-1,90,103
ASHL,SAADR,flp-21,npr-1,89,104
ASHR,SAADR,flp-21,npr-1,90,104
ASHL,SDQL,flp-21,npr-1,89,246
ASHL,SDQR,flp-21,npr-1,89,199
ASHR,SDQL,flp-21,npr-1,90,246
ASHR,SDQR,flp-21,npr-1,90,199
ASHL,SMBDL,flp-21,npr-1,89,132
ASHR,SMBDL,flp-21,npr-1,90,132
ASHL,SMBDR,flp-21,npr-1,89,153
ASHR,SMBDR,flp-21,npr-1,90,153
ASHL,URXL,flp-21,npr-1,89,66
ASHL,URXR,flp-21,npr-1,89,82
ASHR,URXL,flp-21,npr-1,90,66
ASHR,URXR,flp-21,npr-1,90,82
ASHL,VD01,flp-21,npr-1,89,188
ASHL,VD10,flp-21,npr-1,89,256
ASHL,VD11,flp-21,npr-1,89,262
ASHL,VD12,flp-21,npr-1,89,267
ASHL,VD13,flp-21,npr-1,89,274
ASHL,VD02,flp-21,npr-1,89,189
ASHL,VD03,flp-21,npr-1,89,198
ASHL,VD04,flp-21,npr-1,89,204
ASHL,VD05,flp-21,npr-1,89,211
ASHL,VD06,flp-21,npr-1,89,221
ASHL,VD07,flp-21,npr-1,89,226
ASHL,VD08,flp-21,npr-1,89,237
ASHL,VD09,flp-21,npr-1,89,247
ASHR,VD01,flp-21,npr-1,90,188
ASHR,VD10,flp-21,npr-1,90,256
ASHR,VD11,flp-21,npr-1,90,262
ASHR,VD12,flp-21,npr-1,90,267
ASHR,VD13,flp-21,npr-1,90,274
ASHR,VD02,flp-21,npr-1,90,189
ASHR,VD03,flp-21,npr-1,90,198
ASHR,VD04,flp-21,npr-1,90,204
ASHR,VD05,flp-21,npr-1,90,211
ASHR,VD06,flp-21,npr-1,90,221
ASHR,VD07,flp-21,npr-1,90,226
ASHR,VD08,flp-21,npr-1,90,237
ASHR,VD09,flp-21,npr-1,90,247
ASHL,AIAL,flp-21,npr-11,89,109
ASHL,AIAR,flp-21,npr-11,89,134
ASHR,AIAL,flp-21,npr-11,90,109
ASHR,AIAR,flp-21,npr-11,90,134
ASHL,AIYL,flp-21,npr-11,89,157
ASHL,AIYR,flp-21,npr-11,89,154
ASHR,AIYL,flp-21,npr-11,90,157
ASHR,AIYR,flp-21,npr-11,90,154
ASHL,ADFL,flp-21,npr-2,89,67
ASHL,ADFR,flp-21,npr-2,89,83
ASHR,ADFL,flp-21,npr-2,90,67
ASHR,ADFR,flp-21,npr-2,90,83
ASHL,AIZL,flp-21,npr-2,89,148
ASHL,AIZR,flp-21,npr-2,89,149
ASHR,AIZL,flp-21,npr-2,90,148
ASHR,AIZR,flp-21,npr-2,90,149
ASHL,ASHL,flp-21,npr-2,89,89
ASHL,ASHR,flp-21,npr-2,89,90
ASHR,ASHL,flp-21,npr-2,90,89
ASHR,ASHR,flp-21,npr-2,90,90
ASHL,FLPL,flp-21,npr-2,89,164
ASHL,FLPR,flp-21,npr-2,89,165
ASHR,FLPL,flp-21,npr-2,90,164
ASHR,FLPR,flp-21,npr-2,90,165
ASHL,OLQDL,flp-21,npr-2,89,36
ASHL,OLQDR,flp-21,npr-2,89,43
ASHL,OLQVL,flp-21,npr-2,89,44
ASHL,OLQVR,flp-21,npr-2,89,54
ASHR,OLQDL,flp-21,npr-2,90,36
ASHR,OLQDR,flp-21,npr-2,90,43
ASHR,OLQVL,flp-21,npr-2,90,44
ASHR,OLQVR,flp-21,npr-2,90,54
ASHL,PVDL,flp-21,npr-2,89,249
ASHL,PVDR,flp-21,npr-2,89,250
ASHR,PVDL,flp-21,npr-2,90,249
ASHR,PVDR,flp-21,npr-2,90,250
ASHL,PVQL,flp-21,npr-2,89,292
ASHL,PVQR,flp-21,npr-2,89,280
ASHR,PVQL,flp-21,npr-2,90,292
ASHR,PVQR,flp-21,npr-2,90,280
ASHL,SABD,flp-21,npr-2,89,182
ASHL,SABVL,flp-21,npr-2,89,166
ASHL,SABVR,flp-21,npr-2,89,167
ASHR,SABD,flp-21,npr-2,90,182
ASHR,SABVL,flp-21,npr-2,90,166
ASHR,SABVR,flp-21,npr-2,90,167
ASHL,ADFL,flp-21,npr-5,89,67
ASHL,ADFR,flp-21,npr-5,89,83
ASHR,ADFL,flp-21,npr-5,90,67
ASHR,ADFR,flp-21,npr-5,90,83
ASHL,AIAL,flp-21,npr-5,89,109
ASHL,AIAR,flp-21,npr-5,89,134
ASHR,AIAL,flp-21,npr-5,90,109
ASHR,AIAR,flp-21,npr-5,90,134
ASHL,ASEL,flp-21,npr-5,89,111
ASHL,ASER,flp-21,npr-5,89,112
ASHR,ASEL,flp-21,npr-5,90,111
ASHR,ASER,flp-21,npr-5,90,112
ASHL,ASGL,flp-21,npr-5,89,87
ASHL,ASGR,flp-21,npr-5,89,88
